,0
0.0,0.5
0.0033333333333333335,0.4594898822281631
0.006666666666666667,0.32761379265573637
0.01,0.3550930532701781
0.013333333333333334,0.34164806961029465
0.016666666666666666,0.3251002962078612
0.02,0.32144879438489105
0.023333333333333334,0.34782997411882277
0.02666666666666667,0.3729682303706568
0.030000000000000002,0.30866642070383954
0.03333333333333333,0.26648281509533045
0.03666666666666667,0.2898253409195246
0.04,0.3401598109102972
0.043333333333333335,0.3660517586312035
0.04666666666666667,0.375127873102983
0.05,0.4103016112302799
0.05333333333333334,0.343500636958038
0.05666666666666667,0.3408759059697744
0.060000000000000005,0.3617779863455769
0.06333333333333334,0.37704344807318313
0.06666666666666667,0.40982657256057803
0.07,0.4548515747049349
0.07333333333333333,0.47507477612583077
0.07666666666666667,0.524587733780058
0.08,0.511482053943467
0.08333333333333334,0.5275919490381393
0.08666666666666667,0.6048125959062707
0.09000000000000001,0.7432919001366044
0.09333333333333334,0.7107120488385249
0.09666666666666668,0.6912938058215226
0.1,0.6392082219731614
0.10333333333333335,0.6462534820865895
0.10666666666666667,0.7144208278028158
0.11,0.7252806155226517
0.11333333333333334,0.7436401066690166
0.11666666666666667,0.8196674391565112
0.12000000000000001,0.8445060491118698
0.12333333333333334,0.8360673875308354
0.12666666666666668,0.9213788614314422
0.13,0.9383198895812507
0.13333333333333333,1.0308032835730279
0.1366666666666667,1.0076626254180365
0.14,1.0946856757928332
0.14333333333333334,1.0982104297412916
0.14666666666666667,1.0784868178355154
0.15000000000000002,1.08988067363447
0.15333333333333335,1.1056263320699957
0.15666666666666668,1.0626733428325446
0.16,1.1252632322286753
0.16333333333333333,1.1473461281356012
0.16666666666666669,1.1252610746085494
0.17,1.1885716559218877
0.17333333333333334,1.1703415098222205
0.17666666666666667,1.1542083601284012
0.18000000000000002,1.1954937948677844
0.18333333333333335,1.2241090057723436
0.18666666666666668,1.2087082165362157
0.19,1.318457666273747
0.19333333333333336,1.235925309805986
0.19666666666666668,1.262512339286288
0.2,1.2051937301178104
0.20333333333333334,1.15165248525046
0.2066666666666667,1.1341599474593618
0.21000000000000002,1.0656316383101554
0.21333333333333335,1.039412021519152
0.21666666666666667,1.178841225925445
0.22,1.1903428175094481
0.22333333333333336,1.2054177777694723
0.22666666666666668,1.1531774241122719
0.23,1.162504566913908
0.23333333333333334,1.126199372789231
0.2366666666666667,1.1674394810467368
0.24000000000000002,1.2172228258260447
0.24333333333333335,1.193473615631556
0.24666666666666667,1.2430179961126444
0.25,1.3246998527908127
0.25333333333333335,1.399644611002211
0.2566666666666667,1.4367076878718108
0.26,1.48131402952636
0.26333333333333336,1.482737160733443
0.26666666666666666,1.499459115936735
0.27,1.4718970403882898
0.2733333333333334,1.4704699766029186
0.27666666666666667,1.4718447128550922
0.28,1.3070629392628594
0.2833333333333333,1.3976225162185656
0.2866666666666667,1.3883232396125855
0.29000000000000004,1.3337588118773438
0.29333333333333333,1.2881400487852872
0.2966666666666667,1.2674913719607825
0.30000000000000004,1.2320701537781897
0.30333333333333334,1.2696160813421846
0.3066666666666667,1.2880514957200981
0.31,1.283802752239409
0.31333333333333335,1.289910519687717
0.3166666666666667,1.3364856651549761
0.32,1.3469570953401862
0.32333333333333336,1.4456429925365746
0.32666666666666666,1.2950811306284291
0.33,1.2341411497733543
0.33333333333333337,1.2996127987718078
0.33666666666666667,1.2983340972262116
0.34,1.2520285814649998
0.3433333333333334,1.2423751699925913
0.3466666666666667,1.2529208492662227
0.35000000000000003,1.2323118426375888
0.35333333333333333,1.2186128812198913
0.3566666666666667,1.3254467743226706
0.36000000000000004,1.396596668894988
0.36333333333333334,1.450485891443177
0.3666666666666667,1.5674738388637375
0.37000000000000005,1.6581947464858338
0.37333333333333335,1.6787544190355574
0.3766666666666667,1.5377986763690294
0.38,1.5637923712550363
0.38333333333333336,1.4353344081929176
0.3866666666666667,1.4782935447992926
0.39,1.3923241838395937
0.39333333333333337,1.32350736606641
0.39666666666666667,1.2480776232225894
0.4,1.2310087885999965
0.4033333333333334,1.1662993785452065
0.4066666666666667,1.2007253046083122
0.41000000000000003,1.2304453426093673
0.4133333333333334,1.2191202184628318
0.4166666666666667,1.151639308532878
0.42000000000000004,1.2822469011369042
0.42333333333333334,1.2931604978797047
0.4266666666666667,1.308733565194929
0.43000000000000005,1.3325530282010403
0.43333333333333335,1.359797125398367
0.4366666666666667,1.2091610752545359
0.44,1.16973188099406
0.44333333333333336,1.0925989639198384
0.4466666666666667,1.1719183196515213
0.45,1.1576225098931492
0.45333333333333337,1.1823140435834103
0.4566666666666667,1.1861682465487355
0.46,1.1953072136426186
0.4633333333333334,1.1140378859062892
0.4666666666666667,1.1155326603212152
0.47000000000000003,1.0883679342699004
0.4733333333333334,1.0384190553210484
0.4766666666666667,1.012124265898688
0.48000000000000004,0.9772022256619237
0.48333333333333334,0.9386294835552245
0.4866666666666667,0.9128626844795006
0.49000000000000005,0.9160210803098744
0.49333333333333335,0.9958693071371241
